defined_class	Marker_set_of	Minimal_markers	Brain_region_abbv	Species_abbv	Brain_region	Parent	FBeta_confidence_score
http://purl.obolibrary.org/obo/PCL_0052624	ULIT_123	ensembl:ENSG00000170962|ensembl:ENSG00000224271|ensembl:ENSG00000228358|ensembl:ENSG00000257986	Hsap	Human	HBA:4005	SO:0001260	0.30027173913043476
http://purl.obolibrary.org/obo/PCL_0052625	ULIT_124	ensembl:ENSG00000250137|ensembl:ENSG00000256971|ensembl:ENSG00000257986|ensembl:ENSG00000287474	Hsap	Human	HBA:4005	SO:0001260	0.3533878504672897
http://purl.obolibrary.org/obo/PCL_0052626	ULIT_125	ensembl:ENSG00000232973|ensembl:ENSG00000248673|ensembl:ENSG00000257986|ensembl:ENSG00000287474	Hsap	Human	HBA:4005	SO:0001260	0.26032702237521516
http://purl.obolibrary.org/obo/PCL_0052627	ULIT_126	ensembl:ENSG00000229425|ensembl:ENSG00000288016|ensembl:ENSG00000288102	Hsap	Human	HBA:4005	SO:0001260	0.4145244215938303
http://purl.obolibrary.org/obo/PCL_0052628	ULIT_127	ensembl:ENSG00000227835|ensembl:ENSG00000229425|ensembl:ENSG00000288016	Hsap	Human	HBA:4005	SO:0001260	0.5408388520971301
http://purl.obolibrary.org/obo/PCL_0052629	ULIT_128	ensembl:ENSG00000196569|ensembl:ENSG00000204262|ensembl:ENSG00000254101|ensembl:ENSG00000287149	Hsap	Human	HBA:4005	SO:0001260	0.47997237569060774
http://purl.obolibrary.org/obo/PCL_0052630	ULIT_129	ensembl:ENSG00000231023|ensembl:ENSG00000249429|ensembl:ENSG00000258859	Hsap	Human	HBA:4005	SO:0001260	0.43918918918918914
http://purl.obolibrary.org/obo/PCL_0052631	ULIT_130	ensembl:ENSG00000204262|ensembl:ENSG00000224271|ensembl:ENSG00000258859|ensembl:ENSG00000287677	Hsap	Human	HBA:4005	SO:0001260	0.3368055555555556
http://purl.obolibrary.org/obo/PCL_0052632	ULIT_131	ensembl:ENSG00000224271|ensembl:ENSG00000233005|ensembl:ENSG00000257986	Hsap	Human	HBA:4005	SO:0001260	0.5802180685358255
http://purl.obolibrary.org/obo/PCL_0052634	ULIT_133	ensembl:ENSG00000106536|ensembl:ENSG00000138741|ensembl:ENSG00000140470|ensembl:ENSG00000198963	Hsap	Human	HBA:4005	SO:0001260	0.561377245508982
http://purl.obolibrary.org/obo/PCL_0052635	ULIT_134	ensembl:ENSG00000106018|ensembl:ENSG00000249881|ensembl:ENSG00000286312	Hsap	Human	HBA:4005	SO:0001260	0.5213903743315508
http://purl.obolibrary.org/obo/PCL_0052636	ULIT_135	ensembl:ENSG00000169436|ensembl:ENSG00000223812|ensembl:ENSG00000259048	Hsap	Human	HBA:4005	SO:0001260	0.45223577235772355
http://purl.obolibrary.org/obo/PCL_0052637	DLIT_136	ensembl:ENSG00000256995|ensembl:ENSG00000287989	Hsap	Human	HBA:4005	SO:0001260	0.49999999999999994
http://purl.obolibrary.org/obo/PCL_0052638	DLIT_137	ensembl:ENSG00000248431|ensembl:ENSG00000250974|ensembl:ENSG00000287176	Hsap	Human	HBA:4005	SO:0001260	0.5751811594202898
http://purl.obolibrary.org/obo/PCL_0052639	ULIT_138	ensembl:ENSG00000257986|ensembl:ENSG00000287172|ensembl:ENSG00000287989	Hsap	Human	HBA:4005	SO:0001260	0.6065573770491802
http://purl.obolibrary.org/obo/PCL_0052640	DLIT_139	ensembl:ENSG00000248431|ensembl:ENSG00000250723	Hsap	Human	HBA:4005	SO:0001260	0.4672897196261682
http://purl.obolibrary.org/obo/PCL_0052641	DLIT_140	ensembl:ENSG00000228358|ensembl:ENSG00000249881|ensembl:ENSG00000250723|ensembl:ENSG00000287172	Hsap	Human	HBA:4005	SO:0001260	0.5511811023622046
http://purl.obolibrary.org/obo/PCL_0052642	DLIT_141	ensembl:ENSG00000168743|ensembl:ENSG00000198963|ensembl:ENSG00000287172|ensembl:ENSG00000287424	Hsap	Human	HBA:4005	SO:0001260	0.668103448275862
http://purl.obolibrary.org/obo/PCL_0052643	DLIT_142	ensembl:ENSG00000172673|ensembl:ENSG00000253693|ensembl:ENSG00000287176	Hsap	Human	HBA:4005	SO:0001260	0.4746835443037975
http://purl.obolibrary.org/obo/PCL_0052644	DLIT_143	ensembl:ENSG00000170293|ensembl:ENSG00000225539|ensembl:ENSG00000248431	Hsap	Human	HBA:4005	SO:0001260	0.4532967032967033
http://purl.obolibrary.org/obo/PCL_0052645	DLIT_144	ensembl:ENSG00000228358|ensembl:ENSG00000248431|ensembl:ENSG00000287092|ensembl:ENSG00000287172	Hsap	Human	HBA:4005	SO:0001260	0.48250564334085777
http://purl.obolibrary.org/obo/PCL_0052646	DLIT_145	ensembl:ENSG00000189292|ensembl:ENSG00000229425|ensembl:ENSG00000253434	Hsap	Human	HBA:4005	SO:0001260	0.50764192139738
http://purl.obolibrary.org/obo/PCL_0052647	DLIT_146	ensembl:ENSG00000141668|ensembl:ENSG00000145536|ensembl:ENSG00000164616|ensembl:ENSG00000172554	Hsap	Human	HBA:4005	SO:0001260	0.5159395973154363
http://purl.obolibrary.org/obo/PCL_0052648	DLIT_147	ensembl:ENSG00000104415|ensembl:ENSG00000255595	Hsap	Human	HBA:4005	SO:0001260	0.48437500000000006
http://purl.obolibrary.org/obo/PCL_0052649	DLIT_148	ensembl:ENSG00000005059|ensembl:ENSG00000106536|ensembl:ENSG00000156140	Hsap	Human	HBA:4005	SO:0001260	0.47732696897374705
http://purl.obolibrary.org/obo/PCL_0052650	DLIT_149	ensembl:ENSG00000135426|ensembl:ENSG00000172673|ensembl:ENSG00000224271|ensembl:ENSG00000226620|ensembl:ENSG00000251205	Hsap	Human	HBA:4005	SO:0001260	0.4653284671532847
http://purl.obolibrary.org/obo/PCL_0052651	DLIT_150	ensembl:ENSG00000133110|ensembl:ENSG00000172673|ensembl:ENSG00000172987	Hsap	Human	HBA:4005	SO:0001260	0.6781914893617021
http://purl.obolibrary.org/obo/PCL_0052652	DLIT_151	ensembl:ENSG00000206190|ensembl:ENSG00000286679	Hsap	Human	HBA:4005	SO:0001260	0.6021341463414634
http://purl.obolibrary.org/obo/PCL_0052653	DLIT_152	ensembl:ENSG00000116711|ensembl:ENSG00000152953	Hsap	Human	HBA:4005	SO:0001260	0.5054151624548736
http://purl.obolibrary.org/obo/PCL_0052654	Amex_153	ensembl:ENSG00000150722|ensembl:ENSG00000253868|ensembl:ENSG00000287907	Hsap	Human	HBA:4005	SO:0001260	0.4405444126074499
http://purl.obolibrary.org/obo/PCL_0052655	Amex_154	ensembl:ENSG00000050628|ensembl:ENSG00000164935|ensembl:ENSG00000223930|ensembl:ENSG00000287880	Hsap	Human	HBA:4005	SO:0001260	0.3795379537953795
http://purl.obolibrary.org/obo/PCL_0052656	Amex_155	ensembl:ENSG00000287176|ensembl:ENSG00000287880|ensembl:ENSG00000287907	Hsap	Human	HBA:4005	SO:0001260	0.5759803921568628
http://purl.obolibrary.org/obo/PCL_0052657	Amex_156	ensembl:ENSG00000079931|ensembl:ENSG00000169836|ensembl:ENSG00000283445|ensembl:ENSG00000287277	Hsap	Human	HBA:4005	SO:0001260	0.3896604938271605
http://purl.obolibrary.org/obo/PCL_0052658	Amex_157	ensembl:ENSG00000042832|ensembl:ENSG00000053747|ensembl:ENSG00000287277	Hsap	Human	HBA:4005	SO:0001260	0.30946601941747576
http://purl.obolibrary.org/obo/PCL_0052659	Amex_158	ensembl:ENSG00000056291|ensembl:ENSG00000169836|ensembl:ENSG00000187260	Hsap	Human	HBA:4005	SO:0001260	0.32632743362831856
http://purl.obolibrary.org/obo/PCL_0052660	Amex_159	ensembl:ENSG00000064989|ensembl:ENSG00000133110|ensembl:ENSG00000225539	Hsap	Human	HBA:4005	SO:0001260	0.44554455445544555
http://purl.obolibrary.org/obo/PCL_0052661	Amex_160	ensembl:ENSG00000050628|ensembl:ENSG00000056291|ensembl:ENSG00000153404|ensembl:ENSG00000235531	Hsap	Human	HBA:4005	SO:0001260	0.5798969072164949
http://purl.obolibrary.org/obo/PCL_0052662	Amex_161	ensembl:ENSG00000042832|ensembl:ENSG00000152595|ensembl:ENSG00000171643	Hsap	Human	HBA:4005	SO:0001260	0.45502092050209203
http://purl.obolibrary.org/obo/PCL_0052663	Amex_162	ensembl:ENSG00000133110|ensembl:ENSG00000183287|ensembl:ENSG00000233005	Hsap	Human	HBA:4005	SO:0001260	0.6071428571428572
http://purl.obolibrary.org/obo/PCL_0052664	CA13_163	ensembl:ENSG00000133110|ensembl:ENSG00000232667	Hsap	Human	HBA:4005	SO:0001260	0.6134686346863469
http://purl.obolibrary.org/obo/PCL_0052670	CA13_169	ensembl:ENSG00000115232|ensembl:ENSG00000224271	Hsap	Human	HBA:4005	SO:0001260	0.3732227488151659
http://purl.obolibrary.org/obo/PCL_0052672	Amex_171	ensembl:ENSG00000226383|ensembl:ENSG00000249743|ensembl:ENSG00000259048	Hsap	Human	HBA:4005	SO:0001260	0.6710526315789473
http://purl.obolibrary.org/obo/PCL_0052673	Amex_172	ensembl:ENSG00000106113|ensembl:ENSG00000249743|ensembl:ENSG00000254101|ensembl:ENSG00000284418	Hsap	Human	HBA:4005	SO:0001260	0.6528662420382166
http://purl.obolibrary.org/obo/PCL_0052674	Amex_173	ensembl:ENSG00000237844|ensembl:ENSG00000249743	Hsap	Human	HBA:4005	SO:0001260	0.77577045696068
http://purl.obolibrary.org/obo/PCL_0052675	Amex_174	ensembl:ENSG00000227712|ensembl:ENSG00000249743|ensembl:ENSG00000253868	Hsap	Human	HBA:4005	SO:0001260	0.3326023391812865
http://purl.obolibrary.org/obo/PCL_0052676	Amex_175	ensembl:ENSG00000235160|ensembl:ENSG00000283384	Hsap	Human	HBA:4005	SO:0001260	0.5830903790087463
http://purl.obolibrary.org/obo/PCL_0052680	CA13_179	ensembl:ENSG00000171502|ensembl:ENSG00000204262|ensembl:ENSG00000230333	Hsap	Human	HBA:4005	SO:0001260	0.09183673469387754
http://purl.obolibrary.org/obo/PCL_0052681	CA13_180	ensembl:ENSG00000180828|ensembl:ENSG00000230333|ensembl:ENSG00000255240	Hsap	Human	HBA:4005	SO:0001260	0.5197704081632653
http://purl.obolibrary.org/obo/PCL_0052682	CA13_181	ensembl:ENSG00000164756|ensembl:ENSG00000204262|ensembl:ENSG00000230333	Hsap	Human	HBA:4005	SO:0001260	0.42916666666666664
http://purl.obolibrary.org/obo/PCL_0052683	CA13_182	ensembl:ENSG00000164694|ensembl:ENSG00000204262|ensembl:ENSG00000230333|ensembl:ENSG00000243944|ensembl:ENSG00000249743|ensembl:ENSG00000259417	Hsap	Human	HBA:4005	SO:0001260	0.3531073446327683
http://purl.obolibrary.org/obo/PCL_0052684	CA13_183	ensembl:ENSG00000179869|ensembl:ENSG00000224944|ensembl:ENSG00000230333|ensembl:ENSG00000249743	Hsap	Human	HBA:4005	SO:0001260	0.4286570743405276
http://purl.obolibrary.org/obo/PCL_0052685	CA13_184	ensembl:ENSG00000230333|ensembl:ENSG00000249743|ensembl:ENSG00000253199	Hsap	Human	HBA:4005	SO:0001260	0.4409620991253644
http://purl.obolibrary.org/obo/PCL_0052686	CA13_185	ensembl:ENSG00000133636|ensembl:ENSG00000249743|ensembl:ENSG00000253199	Hsap	Human	HBA:4005	SO:0001260	0.5132299270072993
http://purl.obolibrary.org/obo/PCL_0052687	CA13_186	ensembl:ENSG00000133636|ensembl:ENSG00000254092	Hsap	Human	HBA:4005	SO:0001260	0.4873646209386281
http://purl.obolibrary.org/obo/PCL_0052688	CA13_187	ensembl:ENSG00000115232|ensembl:ENSG00000230333|ensembl:ENSG00000268089	Hsap	Human	HBA:4005	SO:0001260	0.5208333333333333
http://purl.obolibrary.org/obo/PCL_0052689	CA13_188	ensembl:ENSG00000171502|ensembl:ENSG00000183287|ensembl:ENSG00000254101|ensembl:ENSG00000259417	Hsap	Human	HBA:4005	SO:0001260	0.052634308234806054
http://purl.obolibrary.org/obo/PCL_0052690	CA13_189	ensembl:ENSG00000142871|ensembl:ENSG00000206190|ensembl:ENSG00000259417	Hsap	Human	HBA:4005	SO:0001260	0.6132756132756133
http://purl.obolibrary.org/obo/PCL_0052691	CA4_190	ensembl:ENSG00000019991|ensembl:ENSG00000150893	Hsap	Human	HBA:4005	SO:0001260	0.6848659003831418
http://purl.obolibrary.org/obo/PCL_0052692	CA4_191	ensembl:ENSG00000133636|ensembl:ENSG00000147488	Hsap	Human	HBA:4005	SO:0001260	0.5847145488029465
http://purl.obolibrary.org/obo/PCL_0052693	CA4_192	ensembl:ENSG00000036828|ensembl:ENSG00000115232|ensembl:ENSG00000206190	Hsap	Human	HBA:4005	SO:0001260	0.6456043956043956
http://purl.obolibrary.org/obo/PCL_0052694	CA4_193	ensembl:ENSG00000079689|ensembl:ENSG00000142494|ensembl:ENSG00000164161|ensembl:ENSG00000241743	Hsap	Human	HBA:4005	SO:0001260	0.45624999999999993
http://purl.obolibrary.org/obo/PCL_0052695	CA4_194	ensembl:ENSG00000161970|ensembl:ENSG00000171159|ensembl:ENSG00000171476	Hsap	Human	HBA:4005	SO:0001260	0.5052570093457944
http://purl.obolibrary.org/obo/PCL_0052696	CA4_195	ensembl:ENSG00000115232|ensembl:ENSG00000164161|ensembl:ENSG00000168743|ensembl:ENSG00000204262	Hsap	Human	HBA:4005	SO:0001260	0.3477690288713911
http://purl.obolibrary.org/obo/PCL_0052697	CA4_196	ensembl:ENSG00000115232|ensembl:ENSG00000250974	Hsap	Human	HBA:4005	SO:0001260	0.43233082706766923
http://purl.obolibrary.org/obo/PCL_0052698	CA4_197	ensembl:ENSG00000250974|ensembl:ENSG00000286251	Hsap	Human	HBA:4005	SO:0001260	0.5905511811023622
http://purl.obolibrary.org/obo/PCL_0052699	CA4_198	ensembl:ENSG00000188107|ensembl:ENSG00000204262|ensembl:ENSG00000259417	Hsap	Human	HBA:4005	SO:0001260	0.7587548638132295
http://purl.obolibrary.org/obo/PCL_0052700	DG_199	ensembl:ENSG00000133110|ensembl:ENSG00000270533	Hsap	Human	HBA:4005	SO:0001260	0.747319034852547
http://purl.obolibrary.org/obo/PCL_0052701	DG_200	ensembl:ENSG00000138435|ensembl:ENSG00000214279|ensembl:ENSG00000249675	Hsap	Human	HBA:4005	SO:0001260	0.33441558441558433
http://purl.obolibrary.org/obo/PCL_0052702	DG_201	ensembl:ENSG00000142494|ensembl:ENSG00000249675|ensembl:ENSG00000286251	Hsap	Human	HBA:4005	SO:0001260	0.4375981161695448
http://purl.obolibrary.org/obo/PCL_0052703	DG_202	ensembl:ENSG00000118271|ensembl:ENSG00000120907|ensembl:ENSG00000286251	Hsap	Human	HBA:4005	SO:0001260	0.7114467408585055
http://purl.obolibrary.org/obo/PCL_0052704	DG_203	ensembl:ENSG00000147488|ensembl:ENSG00000235160|ensembl:ENSG00000288321	Hsap	Human	HBA:4005	SO:0001260	0.4761904761904762
http://purl.obolibrary.org/obo/PCL_0052705	DG_204	ensembl:ENSG00000118271|ensembl:ENSG00000224944|ensembl:ENSG00000251372|ensembl:ENSG00000285724	Hsap	Human	HBA:4005	SO:0001260	0.4578025477707006
http://purl.obolibrary.org/obo/PCL_0052706	DG_205	ensembl:ENSG00000249675|ensembl:ENSG00000250619|ensembl:ENSG00000285724	Hsap	Human	HBA:4005	SO:0001260	0.3442928039702233
http://purl.obolibrary.org/obo/PCL_0052707	MSN_206	ensembl:ENSG00000106571|ensembl:ENSG00000164330|ensembl:ENSG00000237813|ensembl:ENSG00000286481	Hsap	Human	HBA:4005	SO:0001260	0.5578512396694215
http://purl.obolibrary.org/obo/PCL_0052708	MSN_207	ensembl:ENSG00000149295|ensembl:ENSG00000196549|ensembl:ENSG00000236922	Hsap	Human	HBA:4005	SO:0001260	0.47906602254428343
http://purl.obolibrary.org/obo/PCL_0052709	MSN_208	ensembl:ENSG00000156463|ensembl:ENSG00000181195|ensembl:ENSG00000257452	Hsap	Human	HBA:4005	SO:0001260	0.3720508166969147
http://purl.obolibrary.org/obo/PCL_0052710	MSN_209	ensembl:ENSG00000156463|ensembl:ENSG00000184845|ensembl:ENSG00000260186|ensembl:ENSG00000286780	Hsap	Human	HBA:4005	SO:0001260	0.46518264840182644
http://purl.obolibrary.org/obo/PCL_0052711	MSN_210	ensembl:ENSG00000260186|ensembl:ENSG00000275649|ensembl:ENSG00000286021	Hsap	Human	HBA:4005	SO:0001260	0.5263157894736842
http://purl.obolibrary.org/obo/PCL_0052712	MSN_211	ensembl:ENSG00000139304|ensembl:ENSG00000184845|ensembl:ENSG00000286481	Hsap	Human	HBA:4005	SO:0001260	0.506198347107438
http://purl.obolibrary.org/obo/PCL_0052713	MSN_212	ensembl:ENSG00000181195|ensembl:ENSG00000223944|ensembl:ENSG00000286780	Hsap	Human	HBA:4005	SO:0001260	0.5085301837270341
http://purl.obolibrary.org/obo/PCL_0052714	MSN_213	ensembl:ENSG00000181195|ensembl:ENSG00000253394	Hsap	Human	HBA:4005	SO:0001260	0.5
http://purl.obolibrary.org/obo/PCL_0052715	MSN_214	ensembl:ENSG00000144681|ensembl:ENSG00000184845|ensembl:ENSG00000224577	Hsap	Human	HBA:4005	SO:0001260	0.29761904761904756
http://purl.obolibrary.org/obo/PCL_0052716	MSN_215	ensembl:ENSG00000184845|ensembl:ENSG00000258525|ensembl:ENSG00000287912	Hsap	Human	HBA:4005	SO:0001260	0.32370517928286857
http://purl.obolibrary.org/obo/PCL_0052717	MSN_216	ensembl:ENSG00000064655|ensembl:ENSG00000149295|ensembl:ENSG00000181195|ensembl:ENSG00000241956|ensembl:ENSG00000287290	Hsap	Human	HBA:4005	SO:0001260	0.479014598540146
http://purl.obolibrary.org/obo/PCL_0052718	MSN_217	ensembl:ENSG00000181195|ensembl:ENSG00000214866	Hsap	Human	HBA:4005	SO:0001260	0.40625000000000006
http://purl.obolibrary.org/obo/PCL_0052719	MSN_218	ensembl:ENSG00000151577|ensembl:ENSG00000196549|ensembl:ENSG00000286328	Hsap	Human	HBA:4005	SO:0001260	0.5613207547169811
http://purl.obolibrary.org/obo/PCL_0052720	MSN_219	ensembl:ENSG00000016082|ensembl:ENSG00000128573|ensembl:ENSG00000145824	Hsap	Human	HBA:4005	SO:0001260	0.5914512922465209
http://purl.obolibrary.org/obo/PCL_0052721	MSN_220	ensembl:ENSG00000016082|ensembl:ENSG00000140479|ensembl:ENSG00000150051	Hsap	Human	HBA:4005	SO:0001260	0.5443322109988776
http://purl.obolibrary.org/obo/PCL_0052722	MSN_221	ensembl:ENSG00000149295|ensembl:ENSG00000253693|ensembl:ENSG00000285755	Hsap	Human	HBA:4005	SO:0001260	0.6537102473498233
http://purl.obolibrary.org/obo/PCL_0052723	EMSN_222	ensembl:ENSG00000006128|ensembl:ENSG00000151892|ensembl:ENSG00000181195	Hsap	Human	HBA:4005	SO:0001260	0.5967336683417086
http://purl.obolibrary.org/obo/PCL_0052724	EMSN_223	ensembl:ENSG00000006128|ensembl:ENSG00000064989|ensembl:ENSG00000151892	Hsap	Human	HBA:4005	SO:0001260	0.4721615720524017
http://purl.obolibrary.org/obo/PCL_0052725	EMSN_224	ensembl:ENSG00000115353|ensembl:ENSG00000128573|ensembl:ENSG00000171094|ensembl:ENSG00000171509	Hsap	Human	HBA:4005	SO:0001260	0.2974232456140351
http://purl.obolibrary.org/obo/PCL_0052726	EMSN_225	ensembl:ENSG00000053747|ensembl:ENSG00000130940|ensembl:ENSG00000260186	Hsap	Human	HBA:4005	SO:0001260	0.4041353383458647
http://purl.obolibrary.org/obo/PCL_0052727	EMSN_226	ensembl:ENSG00000064655|ensembl:ENSG00000139304|ensembl:ENSG00000145824|ensembl:ENSG00000171509	Hsap	Human	HBA:4005	SO:0001260	0.4290429042904291
http://purl.obolibrary.org/obo/PCL_0052728	EMSN_227	ensembl:ENSG00000056291|ensembl:ENSG00000119547|ensembl:ENSG00000164142|ensembl:ENSG00000241743	Hsap	Human	HBA:4005	SO:0001260	0.5549510337323177
http://purl.obolibrary.org/obo/PCL_0052729	EMSN_228	ensembl:ENSG00000056291|ensembl:ENSG00000075223|ensembl:ENSG00000143995|ensembl:ENSG00000178031|ensembl:ENSG00000236948	Hsap	Human	HBA:4005	SO:0001260	0.6337412587412588
http://purl.obolibrary.org/obo/PCL_0052730	EMSN_229	ensembl:ENSG00000075429|ensembl:ENSG00000143995|ensembl:ENSG00000144407|ensembl:ENSG00000178031|ensembl:ENSG00000179981	Hsap	Human	HBA:4005	SO:0001260	0.33943965517241376
http://purl.obolibrary.org/obo/PCL_0052731	EMSN_230	ensembl:ENSG00000064655|ensembl:ENSG00000101180|ensembl:ENSG00000156140|ensembl:ENSG00000171509	Hsap	Human	HBA:4005	SO:0001260	0.5181086519114688
http://purl.obolibrary.org/obo/PCL_0052732	EMSN_231	ensembl:ENSG00000038295|ensembl:ENSG00000056291|ensembl:ENSG00000099715|ensembl:ENSG00000152936|ensembl:ENSG00000171509|ensembl:ENSG00000174453	Hsap	Human	HBA:4005	SO:0001260	0.3019323671497584
http://purl.obolibrary.org/obo/PCL_0052733	EMSN_232	ensembl:ENSG00000165029|ensembl:ENSG00000171509|ensembl:ENSG00000184984	Hsap	Human	HBA:4005	SO:0001260	0.45243619489559167
http://purl.obolibrary.org/obo/PCL_0052734	EMSN_233	ensembl:ENSG00000081803|ensembl:ENSG00000102290|ensembl:ENSG00000237838|ensembl:ENSG00000239893	Hsap	Human	HBA:4005	SO:0001260	0.28846153846153844
http://purl.obolibrary.org/obo/PCL_0052735	EMSN_234	ensembl:ENSG00000007372|ensembl:ENSG00000056291|ensembl:ENSG00000113494	Hsap	Human	HBA:4005	SO:0001260	0.4343220338983051
http://purl.obolibrary.org/obo/PCL_0052737	MGE_236	ensembl:ENSG00000006128|ensembl:ENSG00000166450|ensembl:ENSG00000167306	Hsap	Human	HBA:4005	SO:0001260	0.3414096916299559
http://purl.obolibrary.org/obo/PCL_0052740	MGE_239	ensembl:ENSG00000154864|ensembl:ENSG00000172987|ensembl:ENSG00000250979	Hsap	Human	HBA:4005	SO:0001260	0.44921874999999994
http://purl.obolibrary.org/obo/PCL_0052741	MGE_240	ensembl:ENSG00000110975|ensembl:ENSG00000138829|ensembl:ENSG00000163377|ensembl:ENSG00000250979	Hsap	Human	HBA:4005	SO:0001260	0.5503412969283277
http://purl.obolibrary.org/obo/PCL_0052742	MGE_241	ensembl:ENSG00000110693|ensembl:ENSG00000153162|ensembl:ENSG00000180777|ensembl:ENSG00000250979	Hsap	Human	HBA:4005	SO:0001260	0.4482323232323232
http://purl.obolibrary.org/obo/PCL_0052743	MGE_242	ensembl:ENSG00000005059|ensembl:ENSG00000110693|ensembl:ENSG00000138829|ensembl:ENSG00000178031|ensembl:ENSG00000196549	Hsap	Human	HBA:4005	SO:0001260	0.40895061728395055
http://purl.obolibrary.org/obo/PCL_0052744	MGE_243	ensembl:ENSG00000104327|ensembl:ENSG00000112319|ensembl:ENSG00000181195|ensembl:ENSG00000251033	Hsap	Human	HBA:4005	SO:0001260	0.4863813229571985
